date,meal_type,food_item,pred_footfall,qty_kg_needed
2024-03-25,Lunch,Roti,378.76,45.45
2024-03-25,Snacks,Tea,223.05,33.46
2024-03-25,Snacks,Snack Item,223.05,22.3
2024-03-26,Breakfast,Rice/Upma,167.86,33.57
2024-03-26,Breakfast,Dal/Curry,167.86,25.18
2024-03-26,Breakfast,Bread,167.86,16.79
2024-03-26,Dinner,Rice,406.5,121.95
2024-03-26,Dinner,Dal,406.5,81.3
2024-03-26,Dinner,Sabzi,406.5,60.98
2024-03-26,Dinner,Roti,406.5,48.78
2024-03-26,Lunch,Rice,377.15,132.0
2024-03-26,Lunch,Dal,377.15,75.43
2024-03-26,Lunch,Sabzi,377.15,56.57
2024-03-26,Lunch,Roti,377.15,45.26
2024-03-26,Snacks,Tea,217.54,32.63
2024-03-26,Snacks,Snack Item,217.54,21.75
2024-03-27,Breakfast,Rice/Upma,147.58,29.52
2024-03-27,Breakfast,Dal/Curry,147.58,22.14
2024-03-27,Breakfast,Bread,147.58,14.76
2024-03-27,Dinner,Rice,416.28,124.88
2024-03-27,Dinner,Dal,416.28,83.26
2024-03-27,Dinner,Sabzi,416.28,62.44
2024-03-27,Dinner,Roti,416.28,49.95
2024-03-27,Lunch,Rice,374.19,130.97
2024-03-27,Lunch,Dal,374.19,74.84
2024-03-27,Lunch,Sabzi,374.19,56.13
2024-03-27,Lunch,Roti,374.19,44.9
2024-03-27,Snacks,Tea,213.55,32.03
2024-03-27,Snacks,Snack Item,213.55,21.36
2024-03-28,Breakfast,Rice/Upma,170.79,34.16
2024-03-28,Breakfast,Dal/Curry,170.79,25.62
2024-03-28,Breakfast,Bread,170.79,17.08
2024-03-28,Dinner,Rice,413.61,124.08
2024-03-28,Dinner,Dal,413.61,82.72
2024-03-28,Dinner,Sabzi,413.61,62.04
2024-03-28,Dinner,Roti,413.61,49.63
2024-03-28,Lunch,Rice,378.67,132.53
2024-03-28,Lunch,Dal,378.67,75.73
2024-03-28,Lunch,Sabzi,378.67,56.8
2024-03-28,Lunch,Roti,378.67,45.44
2024-03-28,Snacks,Tea,219.11,32.87
2024-03-28,Snacks,Snack Item,219.11,21.91
2024-03-29,Breakfast,Rice/Upma,165.89,33.18
2024-03-29,Breakfast,Dal/Curry,165.89,24.88
2024-03-29,Breakfast,Bread,165.89,16.59
2024-03-29,Dinner,Rice,417.13,125.14
2024-03-29,Dinner,Dal,417.13,83.43
2024-03-29,Dinner,Sabzi,417.13,62.57
2024-03-29,Dinner,Roti,417.13,50.06
2024-03-29,Lunch,Rice,360.43,126.15
2024-03-29,Lunch,Dal,360.43,72.09
2024-03-29,Lunch,Sabzi,360.43,54.06
2024-03-29,Lunch,Roti,360.43,43.25
2024-03-29,Snacks,Tea,226.0,33.9
2024-03-29,Snacks,Snack Item,226.0,22.6
2024-03-30,Breakfast,Rice/Upma,169.31,33.86
2024-03-30,Breakfast,Dal/Curry,169.31,25.4
2024-03-30,Breakfast,Bread,169.31,16.93
2024-03-30,Dinner,Rice,414.27,124.28
2024-03-30,Dinner,Dal,414.27,82.85
2024-03-30,Dinner,Sabzi,414.27,62.14
2024-03-30,Dinner,Roti,414.27,49.71
2024-03-30,Lunch,Rice,365.25,127.84
2024-03-30,Lunch,Dal,365.25,73.05
2024-03-30,Lunch,Sabzi,365.25,54.79
2024-03-30,Lunch,Roti,365.25,43.83
2024-03-30,Snacks,Tea,223.16,33.47
2024-03-30,Snacks,Snack Item,223.16,22.32
2024-03-31,Breakfast,Rice/Upma,133.75,26.75
2024-03-31,Breakfast,Dal/Curry,133.75,20.06
2024-03-31,Breakfast,Bread,133.75,13.38
2024-03-31,Dinner,Rice,404.79,121.44
2024-03-31,Dinner,Dal,404.79,80.96
2024-03-31,Dinner,Sabzi,404.79,60.72
2024-03-31,Dinner,Roti,404.79,48.57
2024-03-31,Lunch,Rice,361.04,126.36
2024-03-31,Lunch,Dal,361.04,72.21
2024-03-31,Lunch,Sabzi,361.04,54.16
2024-03-31,Lunch,Roti,361.04,43.32
2024-03-31,Snacks,Tea,230.42,34.56
2024-03-31,Snacks,Snack Item,230.42,23.04
